wv	R0	R1	R2
481.1	0.9314993624	0.9796708059	0.9910638727
481.52	0.9315417047	0.978475284	0.9900422757
481.94	0.9312658372	0.9767968952	0.9885526763
482.36	0.9327309574	0.977762043	0.9886618481
482.78	0.9338148058	0.9784588615	0.9882272562
483.19	0.9360034435	0.9805201773	0.9889595698
483.61	0.9364580762	0.98069808	0.9888195531
484.03	0.9389714326	0.9817247346	0.9895724572
484.45	0.9387628323	0.9819299706	0.9880143667
484.86	0.9384980737	0.9814152397	0.9866650079
485.28	0.9391303936	0.9825381248	0.9867726203
485.7	0.9393939525	0.9817633977	0.9855737103
486.12	0.9404168089	0.9819455382	0.9866040353
486.53	0.9418742916	0.98293582	0.9860365532
486.95	0.9428992031	0.9843484847	0.984908505
487.37	0.9429367094	0.9859270538	0.9844445772
487.78	0.9430149193	0.9875547318	0.9849136257
488.2	0.9434837856	0.9877829086	0.9845761808
488.62	0.9445876428	0.9895145995	0.9848634864
489.03	0.9464028122	0.9908168135	0.9860609853
489.45	0.9475915286	0.9918307084	0.9871418704
489.87	0.9489364051	0.9936643312	0.989178116
490.28	0.9486305284	0.9927153157	0.9893421754
490.7	0.9507247364	0.9948864447	0.991692911
491.12	0.950814728	0.9940752156	0.9913838991
491.53	0.9527235391	0.9950601809	0.9921004497
491.95	0.9543745415	0.9964096549	0.9938382394
492.37	0.9565449033	0.9961872827	0.9943620185
492.78	0.9588285341	0.9979865736	0.996250153
493.2	0.9592099178	0.9989593213	0.9970898195
493.61	0.9599733123	0.9999999995	0.9985828669
494.03	0.9595727938	0.9994530442	0.9997307688
494.45	0.9598144448	0.9986898196	0.9999998082
494.86	0.9610134726	0.9979646652	0.9992190867
495.28	0.9621463477	0.9992352096	0.9993169657
495.69	0.9626853284	0.9986445492	0.9984240995
496.11	0.9644874384	0.9991208415	0.9979758458
496.52	0.9640342457	0.9980858469	0.9962267486
496.94	0.9640276321	0.9963356401	0.9945445476
497.36	0.9645653962	0.9954082261	0.9929531264
497.77	0.9642649681	0.9928687368	0.9907084254
498.19	0.9635509047	0.9927938736	0.9888679853
498.6	0.9638522307	0.9916632537	0.9878916612
499.02	0.9633362944	0.9893935232	0.9856195428
499.43	0.9623126691	0.9881919523	0.9853935071
499.85	0.9624148375	0.9865908137	0.9834484501
500.26	0.96252548	0.9848350146	0.9816138098
500.68	0.9622971956	0.9835076613	0.9802538312
501.09	0.9638361068	0.9831073621	0.9796601318
501.51	0.9653540634	0.983447687	0.9788166161
501.92	0.9656860124	0.9831927575	0.9775883205
502.33	0.9667518989	0.9835106943	0.9781283839
502.75	0.9677106812	0.9837017399	0.9781990668
503.16	0.9671148909	0.9831095874	0.9785874714
503.58	0.9681270564	0.983308344	0.9792953468
503.99	0.9675573673	0.9831147783	0.9794811653
504.41	0.9680255608	0.9829908552	0.9803619533
504.82	0.9699304561	0.9842528458	0.9817580236
505.23	0.9712178047	0.9848469496	0.9823297466
505.65	0.9710020546	0.9855136433	0.9817592878
506.06	0.9717943199	0.9873370283	0.9815606815
506.48	0.971209552	0.9878026283	0.980130162
506.89	0.969918762	0.9875251474	0.979173005
507.3	0.9711283757	0.9878299503	0.9793776926
507.72	0.971252355	0.9876822769	0.9786561504
508.13	0.9719169305	0.9880609368	0.9787439331
508.54	0.9722221921	0.9888893286	0.9801637358
508.96	0.9732420476	0.9892882451	0.9810407551
509.37	0.9736655872	0.9885386845	0.9797971792
509.78	0.9741710181	0.9885417645	0.9800707341
510.2	0.9743337869	0.9886690327	0.9788942844
